house_number,area,usage_kwh,total_bill
41161,Urban,1039,471.49
41164,Urban,1199,558.85
41165,Urban,1085,496.61
41166,Urban,668,268.93
41167,Urban,1020,461.12
41168,Urban,1077,492.24
41170,Urban,1019,460.57
41171,Urban,667,268.38
41172,Urban,964,430.54
41173,Urban,679,274.93
41175,Urban,1190,553.94
41176,Urban,1138,525.55
41177,Urban,716,295.14
41178,Urban,868,378.13
41180,Urban,852,369.39
41181,Urban,1154,534.28
41182,Urban,1159,537.01
41183,Urban,1097,503.16
41184,Urban,873,380.86
41185,Urban,819,351.37
41186,Urban,887,388.5
41189,Urban,942,418.53
41190,Urban,1161,538.11
41191,Urban,803,342.64
41192,Urban,784,332.26
41193,Urban,1043,473.68
41194,Urban,862,374.85
41195,Urban,1047,475.86
41196,Urban,723,298.96
41197,Urban,1015,458.39
41198,Urban,860,373.76
41200,Urban,830,357.38
41201,Urban,1083,495.52
41202,Urban,866,377.04
41203,Urban,1051,478.05
41204,Urban,705,289.13
41205,Urban,888,389.05
41206,Urban,1146,529.92
41207,Urban,889,389.59
41208,Urban,683,277.12
41210,Urban,844,365.02
41211,Urban,927,410.34
41212,Urban,1196,557.22
41213,Urban,715,294.59
41214,Urban,674,272.2
41215,Urban,986,442.56
41218,Urban,876,382.5
41220,Urban,1027,464.94
41222,Urban,1186,551.76
41223,Urban,867,377.58
41224,Urban,1032,467.67
41225,Urban,828,356.29
41227,Urban,955,425.63
41228,Urban,784,332.26
41234,Urban,911,401.61
41236,Urban,851,368.85
41237,Urban,1084,496.06
41238,Urban,883,386.32
41239,Urban,954,425.08
41240,Urban,814,348.64
41241,Urban,681,276.03
41242,Urban,1097,503.16
41243,Urban,883,386.32
41245,Urban,1112,511.35
41246,Urban,1117,514.08
41248,Urban,1192,555.03
41249,Urban,837,361.2
41250,Urban,845,365.57
41251,Urban,1025,463.85
41252,Urban,962,429.45
41253,Urban,1031,467.13
41256,Urban,677,273.84
41257,Urban,976,437.1
41258,Urban,653,260.74
41259,Urban,654,261.28
41260,Urban,977,437.64
41261,Urban,729,302.23
41265,Urban,869,378.67
41266,Urban,1110,510.26
41267,Urban,668,268.93
41268,Urban,937,415.8
41269,Urban,1167,541.38
41270,Urban,868,378.13
41272,Urban,949,422.35
41273,Urban,721,297.87
41274,Urban,1139,526.09
41275,Urban,1054,479.68
41276,Urban,835,360.11
41278,Urban,805,343.73
41279,Urban,1063,484.6
41280,Urban,1199,558.85
41281,Urban,1058,481.87
41284,Urban,1125,518.45
41285,Urban,809,345.91
41286,Urban,794,337.72
41287,Urban,775,327.35
41288,Urban,1091,499.89
41289,Urban,703,288.04
41290,Urban,683,277.12
41291,Urban,967,432.18
41292,Urban,1005,452.93
41293,Urban,1038,470.95
41294,Urban,985,442.01
41295,Urban,1191,554.49
41296,Urban,791,336.09
41297,Urban,706,289.68
41300,Urban,922,407.61
41302,Urban,768,323.53
41303,Urban,1130,521.18
41304,Urban,1138,525.55
41305,Urban,830,357.38
41306,Urban,1189,553.39
41307,Urban,1075,491.15
41308,Urban,711,292.41
41309,Urban,1093,500.98
41310,Urban,861,374.31
41311,Urban,1027,464.94
41312,Urban,816,349.74
41314,Urban,1134,523.36
41315,Urban,832,358.47
41316,Urban,870,379.22
41317,Urban,978,438.19
41318,Urban,971,434.37
41319,Urban,1158,536.47
41320,Urban,730,302.78
41321,Urban,731,303.33
41322,Urban,1119,515.17
41323,Urban,1031,467.13
41324,Urban,992,445.83
41325,Urban,654,261.28
41326,Urban,1109,509.71
41327,Urban,764,321.34
41329,Urban,708,290.77
41331,Urban,726,300.6
41332,Urban,934,414.16
41333,Urban,981,439.83
41334,Urban,1005,452.93
41335,Urban,1028,465.49
41336,Urban,1116,513.54
41338,Urban,904,397.78
41339,Urban,966,431.64
41340,Urban,1019,460.57
41342,Urban,1049,476.95
41343,Urban,1012,456.75
41344,Urban,658,263.47
41345,Urban,1175,545.75
41346,Urban,660,264.56
41349,Urban,894,392.32
41350,Urban,1185,551.21
41353,Urban,911,401.61
41354,Urban,863,375.4
41355,Urban,844,365.02
41356,Urban,1146,529.92
41358,Urban,1153,533.74
41359,Urban,903,397.24
41363,Urban,1192,555.03
41364,Urban,917,404.88
41365,Urban,780,330.08
41366,Urban,751,314.25
41367,Urban,1158,536.47
41368,Urban,681,276.03
41369,Urban,1090,499.34
41371,Urban,829,356.83
41372,Urban,1017,459.48
41373,Urban,684,277.66
41374,Urban,713,293.5
41376,Urban,752,314.79
41377,Urban,927,410.34
41378,Urban,774,326.8
41379,Urban,969,433.27
41381,Urban,1039,471.49
41382,Urban,707,290.22
41383,Urban,1087,497.7
41385,Urban,694,283.12
41387,Urban,754,315.88
41388,Urban,1108,509.17
41390,Urban,978,438.19
41392,Urban,985,442.01
41393,Urban,1014,457.84
41394,Urban,962,429.45
41395,Urban,1176,546.3
41396,Urban,782,331.17
41399,Urban,669,269.47
41401,Urban,703,288.04
41403,Urban,736,306.06
41404,Urban,680,275.48
41405,Urban,719,296.77
41406,Urban,791,336.09
41407,Urban,791,336.09
41408,Urban,894,392.32
41409,Urban,1010,455.66
41410,Urban,1080,493.88
41411,Urban,1066,486.24
41412,Urban,985,442.01
41413,Urban,1114,512.44
41414,Urban,758,318.07
41415,Urban,746,311.52
41416,Urban,882,385.77
41418,Urban,727,301.14
41419,Urban,1089,498.79
41420,Urban,802,342.09
41422,Urban,879,384.13
41423,Urban,1004,452.38
41424,Urban,812,347.55
41427,Urban,716,295.14
41428,Urban,993,446.38
41429,Urban,722,298.41
41430,Urban,1118,514.63
41431,Urban,974,436.0
41432,Urban,974,436.0
41433,Urban,659,264.01
41434,Urban,788,334.45
41435,Urban,718,296.23
41436,Urban,1068,487.33
41437,Urban,992,445.83
41438,Urban,658,263.47
41439,Urban,914,403.24
41441,Urban,729,302.23
41442,Urban,1040,472.04
41443,Urban,870,379.22
41444,Urban,953,424.54
41445,Urban,869,378.67
41448,Urban,937,415.8
41449,Urban,669,269.47
41451,Urban,782,331.17
41452,Urban,1119,515.17
41453,Urban,1017,459.48
41454,Urban,956,426.18
41455,Urban,708,290.77
41456,Urban,1064,485.14
41458,Urban,895,392.87
41460,Urban,1101,505.35
41461,Urban,986,442.56
41462,Urban,802,342.09
41463,Urban,786,333.36
41464,Urban,1079,493.33
41465,Urban,704,288.58
41466,Urban,935,414.71
41467,Urban,704,288.58
41468,Urban,946,420.72
41469,Urban,920,406.52
41470,Urban,872,380.31
41471,Urban,775,327.35
41473,Urban,1033,468.22
41474,Urban,761,319.71
41475,Urban,753,315.34
41477,Urban,770,324.62
41478,Urban,1049,476.95
41479,Urban,1168,541.93
41480,Urban,1198,558.31
41481,Urban,1034,468.76
41482,Urban,709,291.31
41483,Urban,768,323.53
41484,Urban,943,419.08
41486,Urban,783,331.72
41487,Urban,909,400.51
41488,Urban,992,445.83
41489,Urban,1078,492.79
41490,Urban,662,265.65
41491,Urban,1078,492.79
41492,Urban,760,319.16
41493,Urban,868,378.13
41494,Urban,774,326.8
41495,Urban,876,382.5
41496,Urban,696,284.22
41497,Urban,828,356.29
41498,Urban,861,374.31
41499,Urban,688,279.85
41500,Urban,788,334.45
41501,Urban,749,313.15
41502,Urban,675,272.75
41503,Urban,802,342.09
41504,Urban,1175,545.75
41506,Urban,677,273.84
41507,Urban,873,380.86
41508,Urban,1097,503.16
41509,Urban,1044,474.22
41510,Urban,1193,555.58
41511,Urban,1022,462.21
41512,Urban,1085,496.61
41513,Urban,928,410.89
41514,Urban,872,380.31
41515,Urban,795,338.27
41516,Urban,1188,552.85
41517,Urban,918,405.43
41518,Urban,1118,514.63
41519,Urban,1089,498.79
41520,Urban,812,347.55
41521,Urban,703,288.04
41522,Urban,846,366.12
41524,Urban,1192,555.03
41525,Urban,784,332.26
41526,Urban,1067,486.78
41527,Urban,849,367.75
41528,Urban,1165,540.29
41529,Urban,883,386.32
41530,Urban,714,294.04
41531,Urban,1160,537.56
41532,Urban,1009,455.11
41533,Urban,872,380.31
41535,Urban,1096,502.62
41536,Urban,707,290.22
41537,Urban,1048,476.41
41538,Urban,1042,473.13
41540,Urban,661,265.11
41541,Urban,733,304.42
41543,Urban,1061,483.51
41544,Urban,813,348.1
41546,Urban,1114,512.44
41547,Urban,900,395.6
41548,Urban,691,281.49
41549,Urban,672,271.11
41551,Urban,823,353.56
41552,Urban,1057,481.32
41553,Urban,783,331.72
41554,Urban,898,394.51
41556,Urban,984,441.46
41557,Urban,976,437.1
41558,Urban,951,423.45
41559,Urban,1112,511.35
41560,Urban,651,259.65
41563,Urban,1121,516.27
41564,Urban,1124,517.9
41565,Urban,867,377.58
41567,Urban,1170,543.02
41568,Urban,889,389.59
41569,Urban,948,421.81
41570,Urban,758,318.07
41571,Urban,922,407.61
41572,Urban,916,404.34
41574,Urban,1080,493.88
41575,Urban,933,413.62
41576,Urban,1163,539.2
41577,Urban,797,339.36
41578,Urban,1065,485.69
41579,Urban,981,439.83
41580,Urban,783,331.72
41581,Urban,716,295.14
41582,Urban,1104,506.98
41583,Urban,1063,484.6
41584,Urban,1175,545.75
41585,Urban,747,312.06
41586,Urban,931,412.53
41589,Urban,1158,536.47
41591,Urban,1172,544.11
41592,Urban,1104,506.98
41594,Urban,839,362.29
41595,Urban,745,310.97
41598,Urban,851,368.85
41599,Urban,854,370.48
41600,Urban,722,298.41
41601,Urban,1176,546.3
41602,Urban,1101,505.35
41603,Urban,888,389.05
41605,Urban,807,344.82
41606,Urban,667,268.38
41607,Urban,993,446.38
41608,Urban,994,446.92
41609,Urban,921,407.07
41610,Urban,810,346.46
41611,Urban,1068,487.33
41612,Urban,1067,486.78
41614,Urban,1197,557.76
41615,Urban,962,429.45
41616,Urban,714,294.04
41617,Urban,905,398.33
41618,Urban,912,402.15
41619,Urban,943,419.08
41620,Urban,1137,525.0
41621,Urban,822,353.01
41622,Urban,1192,555.03
41623,Urban,730,302.78
41624,Urban,674,272.2
41625,Urban,667,268.38
41626,Urban,1135,523.91
41627,Urban,1186,551.76
41628,Urban,1133,522.82
41629,Urban,1026,464.4
41630,Urban,1029,466.03
41631,Urban,802,342.09
41633,Urban,918,405.43
41634,Urban,734,304.96
41635,Urban,796,338.82
41636,Urban,770,324.62
41637,Urban,673,271.66
41638,Urban,1085,496.61
41639,Urban,1000,450.2
41640,Urban,734,304.96
41641,Urban,1016,458.94
41642,Urban,720,297.32
41643,Urban,1070,488.42
41644,Urban,912,402.15
41646,Urban,1017,459.48
41648,Urban,761,319.71
41650,Urban,950,422.9
41652,Urban,678,274.39
41653,Urban,1172,544.11
41655,Urban,1061,483.51
41656,Urban,1022,462.21
41657,Urban,993,446.38
41658,Urban,988,443.65
41659,Urban,787,333.9
41660,Urban,1184,550.66
41662,Urban,1061,483.51
41663,Urban,801,341.55
41664,Urban,1044,474.22
41665,Urban,1192,555.03
41666,Urban,1102,505.89
41667,Urban,675,272.75
41668,Urban,771,325.17
41669,Urban,708,290.77
41670,Urban,857,372.12
41672,Urban,1177,546.84
41673,Urban,1158,536.47
41674,Urban,1090,499.34
41675,Urban,1171,543.57
41677,Urban,891,390.69
41678,Urban,910,401.06
41679,Urban,866,377.04
41680,Urban,670,270.02
41681,Urban,1165,540.29
41682,Urban,858,372.67
41683,Urban,681,276.03
41684,Urban,1051,478.05
41687,Urban,868,378.13
41688,Urban,916,404.34
41689,Urban,714,294.04
41690,Urban,1157,535.92
41691,Urban,996,448.02
41692,Urban,1008,454.57
41693,Urban,699,285.85
41694,Urban,794,337.72
41695,Urban,918,405.43
41696,Urban,651,259.65
41697,Urban,987,443.1
41699,Urban,827,355.74
41700,Urban,1132,522.27
41701,Urban,844,365.02
41702,Urban,982,440.37
41703,Urban,794,337.72
41704,Urban,925,409.25
41705,Urban,1067,486.78
41706,Urban,1089,498.79
41707,Urban,651,259.65
41708,Urban,713,293.5
41709,Urban,1000,450.2
41710,Urban,972,434.91
41711,Urban,1127,519.54
41713,Urban,1093,500.98
41714,Urban,960,428.36
41715,Urban,809,345.91
41717,Urban,1048,476.41
41718,Urban,935,414.71
41719,Urban,1180,548.48
41720,Urban,1086,497.16
41721,Urban,768,323.53
41723,Urban,910,401.06
41724,Urban,831,357.93
41725,Urban,1020,461.12
41726,Urban,1094,501.52
41728,Urban,849,367.75
41729,Urban,945,420.17
41731,Urban,689,280.39
41733,Urban,760,319.16
41734,Urban,945,420.17
41736,Urban,782,331.17
41739,Urban,832,358.47
41740,Urban,903,397.24
41742,Urban,950,422.9
41743,Urban,809,345.91
41744,Urban,1139,526.09
41746,Urban,981,439.83
41748,Urban,1166,540.84
41749,Urban,1017,459.48
41750,Urban,741,308.79
41751,Urban,1024,463.3
41752,Urban,870,379.22
41753,Urban,1103,506.44
41754,Urban,1138,525.55
41755,Urban,696,284.22
41756,Urban,968,432.73
41757,Urban,749,313.15
41758,Urban,1131,521.73
41759,Urban,785,332.81
41760,Urban,1094,501.52
41761,Urban,1070,488.42
41762,Urban,776,327.9
41763,Urban,1180,548.48
41765,Urban,809,345.91
41767,Urban,998,449.11
41768,Urban,1192,555.03
41769,Urban,1079,493.33
41770,Urban,1179,547.93
41771,Urban,1082,494.97
41772,Urban,942,418.53
41774,Urban,1068,487.33
41775,Urban,853,369.94
41776,Urban,937,415.8
41777,Urban,1170,543.02
41778,Urban,783,331.72
41781,Urban,907,399.42
41783,Urban,888,389.05
41785,Urban,1067,486.78
41788,Urban,676,273.3
41789,Urban,1037,470.4
41790,Urban,899,395.05
41791,Urban,679,274.93
41792,Urban,735,305.51
41793,Urban,794,337.72
41794,Urban,947,421.26
41795,Urban,677,273.84
41796,Urban,1185,551.21
41798,Urban,946,420.72
41800,Urban,1155,534.83
41802,Urban,1050,477.5
41804,Urban,673,271.66
41805,Urban,666,267.84
41806,Urban,688,279.85
41808,Urban,1187,552.3
41809,Urban,1078,492.79
41810,Urban,969,433.27
41811,Urban,843,364.48
41812,Urban,993,446.38
41813,Urban,770,324.62
41814,Urban,974,436.0
41815,Urban,748,312.61
41817,Urban,672,271.11
41818,Urban,745,310.97
41819,Urban,765,321.89
41820,Urban,958,427.27
41821,Urban,1129,520.63
41822,Urban,932,413.07
41823,Urban,840,362.84
41824,Urban,887,388.5
41827,Urban,1122,516.81
41830,Urban,1158,536.47
41832,Urban,819,351.37
41833,Urban,859,373.21
41834,Urban,1107,508.62
41836,Urban,912,402.15
41837,Urban,1152,533.19
41838,Urban,941,417.99
41839,Urban,715,294.59
41840,Urban,1081,494.43
41842,Urban,797,339.36
41843,Urban,1040,472.04
41845,Urban,1045,474.77
41846,Urban,781,330.63
41847,Urban,1117,514.08
41848,Urban,743,309.88
41849,Urban,944,419.62
41850,Urban,951,423.45
41851,Urban,880,384.68
41852,Urban,1138,525.55
41853,Urban,738,307.15
41854,Urban,1006,453.48
41855,Urban,966,431.64
41856,Urban,1191,554.49
41857,Urban,1024,463.3
41858,Urban,760,319.16
41861,Urban,893,391.78
41862,Urban,770,324.62
41863,Urban,1183,550.12
41864,Urban,736,306.06
41865,Urban,860,373.76
41866,Urban,1038,470.95
41867,Urban,1100,504.8
41869,Urban,951,423.45
41870,Urban,881,385.23
41872,Urban,1086,497.16
41873,Urban,1037,470.4
41874,Urban,788,334.45
41875,Urban,995,447.47
41876,Urban,676,273.3
41877,Urban,865,376.49
41879,Urban,651,259.65
41880,Urban,934,414.16
41881,Urban,1081,494.43
41882,Urban,952,423.99
41885,Urban,828,356.29
41886,Urban,1074,490.6
41887,Urban,831,357.93
41888,Urban,808,345.37
41889,Urban,743,309.88
41890,Urban,881,385.23
41891,Urban,788,334.45
41892,Urban,728,301.69
41893,Urban,1071,488.97
41894,Urban,671,270.57
41896,Urban,696,284.22
41897,Urban,913,402.7
41898,Urban,732,303.87
41899,Urban,695,283.67
41900,Urban,771,325.17
41901,Urban,715,294.59
41902,Urban,727,301.14
41903,Urban,769,324.07
41905,Urban,1089,498.79
41907,Urban,936,415.26
41909,Urban,1166,540.84
41910,Urban,1117,514.08
41911,Urban,680,275.48
41912,Urban,1101,505.35
41913,Urban,965,431.09
41915,Urban,1020,461.12
41916,Urban,1175,545.75
41917,Urban,918,405.43
41918,Urban,816,349.74
41920,Urban,914,403.24
41921,Urban,662,265.65
41922,Urban,997,448.56
41923,Urban,778,328.99
41925,Urban,751,314.25
41928,Urban,913,402.7
41929,Urban,1195,556.67
41930,Urban,815,349.19
41932,Urban,1093,500.98
41933,Urban,974,436.0
41934,Urban,1158,536.47
41935,Urban,1008,454.57
41936,Urban,1038,470.95
41937,Urban,1143,528.28
41938,Urban,1030,466.58
41939,Urban,652,260.19
41940,Urban,1196,557.22
41942,Urban,710,291.86
41943,Urban,1034,468.76
41944,Urban,837,361.2
41946,Urban,753,315.34
41947,Urban,1051,478.05
41948,Urban,1000,450.2
41949,Urban,744,310.42
41950,Urban,899,395.05
41951,Urban,988,443.65
41952,Urban,878,383.59
41953,Urban,1105,507.53
41954,Urban,948,421.81
41955,Urban,767,322.98
41956,Urban,673,271.66
41957,Urban,692,282.03
41958,Urban,827,355.74
41959,Urban,726,300.6
41960,Urban,1060,482.96
41961,Urban,992,445.83
41962,Urban,750,313.7
41963,Urban,1173,544.66
41964,Urban,1039,471.49
41965,Urban,1155,534.83
41966,Urban,1174,545.2
41970,Urban,1064,485.14
41971,Urban,820,351.92
41972,Urban,910,401.06
41973,Urban,808,345.37
41974,Urban,713,293.5
41975,Urban,1130,521.18
41976,Urban,674,272.2
41977,Urban,1013,457.3
41978,Urban,1013,457.3
41979,Urban,840,362.84
41981,Urban,793,337.18
41983,Urban,843,364.48
41984,Urban,1197,557.76
41986,Urban,1047,475.86
41987,Urban,1186,551.76
41988,Urban,806,344.28
41989,Urban,1067,486.78
41990,Urban,701,286.95
41991,Urban,1034,468.76
41992,Urban,689,280.39
41993,Urban,713,293.5
41995,Urban,1049,476.95
41996,Urban,802,342.09
41998,Urban,949,422.35
41999,Urban,1013,457.3
42001,Urban,1144,528.82
42002,Urban,664,266.74
42003,Urban,1059,482.41
42005,Urban,754,315.88
42006,Urban,1034,468.76
42007,Urban,1017,459.48
42008,Urban,761,319.71
42009,Urban,954,425.08
42010,Urban,833,359.02
42011,Urban,1149,531.55
42013,Urban,1013,457.3
42014,Urban,1170,543.02
42015,Urban,770,324.62
42016,Urban,762,320.25
42017,Urban,887,388.5
42018,Urban,859,373.21
42019,Urban,838,361.75
42020,Urban,867,377.58
42022,Urban,658,263.47
42023,Urban,983,440.92
42025,Urban,837,361.2
42026,Urban,878,383.59
42028,Urban,1008,454.57
42031,Urban,732,303.87
42032,Urban,1188,552.85
42033,Urban,965,431.09
42037,Urban,983,440.92
42039,Urban,993,446.38
42040,Urban,1065,485.69
42041,Urban,739,307.69
42042,Urban,879,384.13
42043,Urban,1167,541.38
42044,Urban,774,326.8
42046,Urban,838,361.75
42047,Urban,953,424.54
42048,Urban,1022,462.21
42049,Urban,651,259.65
42050,Urban,1081,494.43
42051,Urban,773,326.26
42052,Urban,1056,480.78
42053,Urban,826,355.2
42054,Urban,947,421.26
42055,Urban,1017,459.48
42056,Urban,715,294.59
42057,Urban,901,396.15
42058,Urban,974,436.0
42059,Urban,1199,558.85
42061,Urban,1013,457.3
42062,Urban,710,291.86
42063,Urban,1001,450.75
42064,Urban,828,356.29
42065,Urban,1036,469.86
42066,Urban,837,361.2
42067,Urban,900,395.6
42068,Urban,1057,481.32
42070,Urban,934,414.16
42071,Urban,942,418.53
42072,Urban,1035,469.31
42073,Urban,954,425.08
42075,Urban,1149,531.55
42076,Urban,1098,503.71
42077,Urban,724,299.5
42079,Urban,1015,458.39
42080,Urban,774,326.8
42081,Urban,938,416.35
42082,Urban,1024,463.3
42083,Urban,966,431.64
42084,Urban,1147,530.46
42085,Urban,1099,504.25
42086,Urban,771,325.17
42090,Urban,1078,492.79
42091,Urban,1037,470.4
42092,Urban,778,328.99
42094,Urban,691,281.49
42095,Urban,910,401.06
42096,Urban,680,275.48
42097,Urban,1147,530.46
42098,Urban,1077,492.24
42099,Urban,901,396.15
42101,Urban,883,386.32
42102,Urban,868,378.13
42103,Urban,808,345.37
42104,Urban,1193,555.58
42106,Urban,1158,536.47
42109,Urban,1100,504.8
42110,Urban,964,430.54
42111,Urban,1065,485.69
42112,Urban,821,352.47
42113,Urban,1116,513.54
42114,Urban,757,317.52
42115,Urban,1014,457.84
42116,Urban,937,415.8
42118,Urban,1193,555.58
42119,Urban,794,337.72
42120,Urban,870,379.22
42121,Urban,938,416.35
42122,Urban,1133,522.82
42123,Urban,1167,541.38
42124,Urban,747,312.06
42125,Urban,839,362.29
42127,Urban,757,317.52
42128,Urban,1104,506.98
42129,Urban,756,316.98
42130,Urban,826,355.2
42131,Urban,1029,466.03
42132,Urban,1105,507.53
42133,Urban,713,293.5
42134,Urban,1105,507.53
42135,Urban,960,428.36
42136,Urban,1063,484.6
42138,Urban,1187,552.3
42139,Urban,657,262.92
42140,Urban,1025,463.85
42141,Urban,878,383.59
42142,Urban,767,322.98
42144,Urban,894,392.32
42145,Urban,812,347.55
42147,Urban,765,321.89
42148,Urban,999,449.65
42149,Urban,978,438.19
42151,Urban,1118,514.63
42152,Urban,984,441.46
42153,Urban,959,427.81
42154,Urban,1167,541.38
42156,Urban,991,445.29
42157,Urban,935,414.71
42158,Urban,830,357.38
42159,Urban,1076,491.7
42160,Urban,769,324.07
42161,Urban,898,394.51
42162,Urban,922,407.61
42163,Urban,744,310.42
42164,Urban,1053,479.14
42165,Urban,954,425.08
42167,Urban,955,425.63
42169,Urban,1169,542.47
42170,Urban,729,302.23
42171,Urban,1004,452.38
42172,Urban,1109,509.71
42173,Urban,1080,493.88
42174,Urban,1019,460.57
42175,Urban,842,363.93
42176,Urban,704,288.58
42177,Urban,722,298.41
42178,Urban,674,272.2
42179,Urban,751,314.25
42181,Urban,1041,472.59
42182,Urban,831,357.93
42183,Urban,1188,552.85
42185,Urban,1086,497.16
42186,Urban,671,270.57
42188,Urban,1087,497.7
42189,Urban,1026,464.4
42190,Urban,1107,508.62
42191,Urban,746,311.52
42192,Urban,1042,473.13
42193,Urban,1024,463.3
42194,Urban,1094,501.52
42196,Urban,775,327.35
42198,Urban,1110,510.26
42200,Urban,785,332.81
42202,Urban,1100,504.8
42203,Urban,925,409.25
42205,Urban,768,323.53
42206,Urban,765,321.89
42207,Urban,763,320.8
42209,Urban,669,269.47
42210,Urban,723,298.96
42211,Urban,899,395.05
42212,Urban,742,309.33
42214,Urban,1130,521.18
42216,Urban,1068,487.33
42217,Urban,673,271.66
42219,Urban,968,432.73
42220,Urban,840,362.84
42221,Urban,1066,486.24
42222,Urban,1011,456.21
42223,Urban,1037,470.4
42224,Urban,697,284.76
42226,Urban,1157,535.92
42227,Urban,894,392.32
42230,Urban,767,322.98
42231,Urban,874,381.4
42232,Urban,1151,532.65
42234,Urban,810,346.46
42235,Urban,1020,461.12
42236,Urban,707,290.22
42237,Urban,969,433.27
42238,Urban,1188,552.85
42239,Urban,1117,514.08
42241,Urban,1011,456.21
42243,Urban,1001,450.75
42245,Urban,849,367.75
42246,Urban,979,438.73
42248,Urban,1051,478.05
42249,Urban,835,360.11
42251,Urban,1180,548.48
42253,Urban,741,308.79
42254,Urban,935,414.71
42256,Urban,1069,487.87
42257,Urban,812,347.55
42258,Urban,1048,476.41
42259,Urban,656,262.38
42260,Urban,758,318.07
42261,Urban,1021,461.67
42262,Urban,751,314.25
42264,Urban,1083,495.52
42266,Urban,716,295.14
42268,Urban,1066,486.24
42269,Urban,655,261.83
42272,Urban,1103,506.44
42273,Urban,758,318.07
42274,Urban,953,424.54
42275,Urban,1157,535.92
